alt	bull	gress	acro	chari	aspi	rubi
2.001171015	3.051102334	2.973160193	3.022494356	3.104118214	2.950812551	3.053040009
2.000954398	3.05013605	2.967987664	3.017663444	3.101922268	2.950491424	3.044578955
1.999913132	3.047967628	2.964141728	3.016477588	3.098854766	2.950389198	3.043951418
1.99878227	3.047485147	2.962170377	3.014054073	3.098380647	2.950364854	3.034860981
1.99206726	3.046502968	2.943642883	2.997447548	3.097937207	2.945291286	3.033564476
1.98985011	3.038190821	2.935789314	2.993392137	3.095653956	2.944768817	3.033512214
1.987487506	3.034159021	2.923948269	2.992716955	3.079940597	2.941839266	3.029298534
1.985516288	3.033584576	2.92258015	2.992058414	3.079105238	2.94075548	3.025322253
1.984752278	3.027997508	2.921311832	2.988023562	3.078652533	2.937833719	3.015590256
1.974879973	3.026312589	2.921166051	2.984531814	3.077335196	2.936282459	3.015284292
1.972573081	3.020676115	2.921061891	2.984414787	3.071572738	2.935018283	3.014075096
1.970625777	3.020444155	2.919982367	2.983941859	3.060074275	2.934967842	3.011714198
1.969322706	3.019701881	2.91350126	2.975100791	3.059529339	2.933097361	2.994910767
1.96922948	3.017550843	2.911184252	2.972744211	3.055408914	2.932818628	2.994185128
1.968763048	3.014549939	2.910362896	2.971697874	3.055229208	2.931239143	2.992164555
1.968576335	3.01006663	2.905973878	2.969914226	3.054911673	2.926769327	2.990516444
1.95966137	3.004995941	2.903936037	2.956845287	3.053374278	2.919057162	2.989004616
1.954821183	3.003430372	2.903567448	2.941754848	3.050932424	2.91850214	2.988264571
1.954145989	2.996323379	2.902459803	2.939773764	3.049721822	2.916417098	2.987411511
1.95240494	2.994325953	2.894880721	2.93898979	3.032251994	2.909267117	2.985314181
1.950656883	2.99209822	2.889962448	2.937262054	3.031658869	2.904715545	2.984189648
1.945714714	2.990463175	2.883525165	2.937051251	3.031658869	2.903968544	2.979639412
1.945517822	2.988835319	2.882427764	2.932773	3.029651578	2.9005146	2.976400422
1.944581364	2.9883538	2.879049981	2.930556818	3.029014267	2.899853319	2.975886546
1.944581364	2.986771734	2.878958169	2.929842795	3.02558438	2.899596187	2.972429649
1.937718444	2.983959885	2.877256133	2.92703142	3.017613403	2.899108858	2.971572701
1.920279895	2.980834784	2.876633456	2.91929257	3.01676182	2.895687683	2.968954346
1.919548759	2.975160577	2.87528125	2.918549292	3.015003286	2.895218059	2.968725712
1.919078092	2.97494439	2.874875925	2.916322324	2.999917476	2.891537458	2.967711742
1.917663024	2.971790572	2.874493414	2.911477217	2.995657128	2.88734156	2.964137011
1.917085191	2.965305204	2.870690609	2.90950789	2.987938731	2.887060011	2.963263525
1.916822285	2.965004036	2.870005717	2.909261765	2.987840484	2.886727548	2.960851154
1.915505362	2.9647215	2.869296272	2.905488259	2.985808054	2.885660825	2.960794119
1.914607568	2.961957105	2.869032133	2.90548286	2.977014441	2.882199977	2.959689963
1.913866812	2.960328051	2.868967541	2.905088565	2.976354565	2.880562086	2.958291468
1.913866812	2.960170997	2.868568033	2.902068194	2.975399637	2.878550518	2.952845698
1.896636431	2.959232249	2.867461595	2.901997449	2.97475111	2.877227325	2.952298315
1.894814329	2.958090631	2.864973607	2.899185553	2.973857225	2.876396835	2.948965264
1.889693791	2.949755831	2.863531034	2.89898283	2.968202668	2.875842291	2.94866232
1.886547123	2.947114992	2.856837601	2.897088012	2.966216847	2.873808691	2.94392464
1.882182888	2.94152634	2.855301045	2.896708054	2.956797318	2.87336711	2.937758543
1.880870733	2.933851578	2.852443394	2.894111054	2.954951278	2.869999859	2.934624681
1.879898324	2.92642477	2.840413506	2.893267839	2.954941643	2.86320981	2.92809871
1.879153246	2.925090246	2.838194008	2.892567615	2.949409525	2.858669511	2.926296133
1.87760168	2.922133543	2.836741749	2.88665426	2.948975033	2.858067762	2.920086786
1.87540856	2.91949126	2.834967202	2.88569473	2.944364212	2.85691006	2.918224362
1.870345371	2.903426435	2.83241949	2.884540488	2.942211503	2.855149515	2.914533549
1.869818208	2.899262234	2.832055221	2.884319474	2.936744903	2.855034317	2.911365381
1.86923172	2.898955428	2.830434682	2.883990579	2.935340973	2.852894571	2.907626305
1.867467488	2.897857921	2.829978817	2.879606177	2.934084159	2.848817004	2.90580667
1.86254877	2.89181612	2.826457073	2.875807608	2.92755513	2.847072686	2.905768905
1.859558573	2.891370175	2.825244312	2.875165482	2.924310306	2.847047981	2.905596221
1.859258417	2.886896629	2.824808968	2.872505899	2.924289626	2.844228581	2.900372591
1.858356705	2.886586598	2.8246204	2.871479529	2.922263418	2.842459457	2.900345277
1.858115932	2.884449829	2.821579028	2.869249326	2.905639398	2.840877349	2.898017231
1.857573704	2.884234439	2.819148943	2.852992062	2.89580363	2.838534271	2.884160729
1.857513415	2.883820364	2.81883269	2.850247898	2.894875189	2.838275948	2.883672789
1.85672889	2.883706849	2.815717178	2.845011172	2.892812266	2.837714668	2.880058636
1.856124444	2.883269542	2.8143142	2.84132818	2.889693791	2.836096146	2.863649945
1.85588243	2.882592836	2.81078344	2.841290629	2.885875509	2.834096292	2.862918123
1.841797299	2.880956429	2.809472174	2.840607879	2.878917995	2.83101826	2.862709656
1.841422044	2.879846783	2.808993753	2.836311454	2.873198494	2.826936055	2.860799012
1.840294332	2.87534491	2.800799531	2.833421249	2.869431215	2.826593054	2.857205809
1.840043331	2.874562987	2.799064719	2.830062321	2.867720802	2.823878339	2.856021605
1.838660226	2.872738827	2.797045835	2.828981954	2.860248143	2.817869335	2.854020468
1.838408278	2.869888533	2.793294363	2.828653453	2.853314842	2.809249875	2.850266291
1.834039018	2.869478141	2.791093874	2.826638372	2.842428246	2.805235715	2.848687807
1.828144107	2.864979534	2.788338095	2.826541257	2.83989266	2.801972791	2.848189117
1.825685708	2.864902482	2.788019809	2.826411736	2.83656462	2.80193853	2.847844008
1.825036441	2.861235619	2.781561514	2.825244312	2.835138635	2.800943787	2.845470133
1.824190941	2.847393723	2.777796432	2.821664163	2.832904707	2.79816706	2.844228581
1.822168079	2.847220886	2.776534116	2.819964866	2.832534459	2.794202141	2.843301313
1.819807065	2.845866681	2.776279758	2.819701832	2.829046337	2.785707009	2.842665395
1.819017199	2.845035994	2.775683249	2.815212362	2.825465066	2.784717119	2.839697967
1.818357878	2.843537985	2.773376816	2.815026229	2.821716545	2.782730544	2.838080528
1.813247301	2.843058278	2.763824668	2.813554303	2.809687628	2.781094457	2.837500055
1.813247301	2.842971001	2.762183231	2.811427535	2.807906928	2.780907494	2.83696938
1.812177774	2.837544249	2.762070576	2.803088218	2.805874503	2.778816659	2.832770688
1.803593665	2.834821113	2.760173598	2.803006199	2.805643561	2.774633735	2.831805809
1.802157753	2.83356781	2.751694719	2.801252744	2.805065666	2.773274348	2.829265167
1.79844346	2.822096127	2.748529124	2.798795616	2.799223343	2.768408686	2.827556651
1.797475288	2.814547235	2.740212635	2.798118672	2.798926739	2.76014342	2.82626274
1.788875116	2.801115457	2.740054626	2.797710614	2.795991183	2.75607291	2.82241655
1.785401025	2.791445017	2.735519059	2.796234257	2.794230042	2.755074102	2.819931995
1.784331948	2.789615962	2.734391737	2.790904138	2.791079822	2.754623506	2.819089663
1.778946728	2.788224953	2.733822969	2.79000352	2.781812798	2.749813585	2.815909651
1.777136713	2.787049365	2.732240926	2.781654865	2.774641032	2.747831139	2.814667033
1.773347542	2.779307828	2.730935624	2.767986541	2.771771154	2.746509652	2.814500638
1.770557475	2.779026196	2.723939776	2.764460088	2.771072783	2.745059169	2.812452091
1.767304317	2.776904485	2.722288324	2.763832149	2.770874094	2.744684063	2.811688926
1.765594055	2.774407466	2.721530335	2.75893459	2.770557475	2.739611896	2.811065349
1.762828553	2.768149523	2.720192391	2.757547853	2.770071052	2.736850481	2.805385303
1.760723972	2.767682639	2.712632868	2.753475812	2.768245801	2.736436344	2.803559532
1.76064862	2.757031433	2.707553145	2.752409569	2.767089046	2.736420408	2.803525396
1.756864224	2.754524159	2.705649932	2.750970984	2.764265823	2.735846313	2.800943787
1.753889331	2.753184581	2.705067917	2.748838981	2.754806855	2.733558358	2.786872043
1.752816431	2.752747368	2.702861171	2.734663841	2.748715065	2.728767585	2.785714122
1.750508395	2.746704241	2.702723414	2.733750818	2.74506698	2.724898185	2.785586064
1.74733411	2.743823222	2.694622746	2.726180942	2.744058166	2.722477614	2.785344074
1.74694541	2.743219616	2.693964252	2.721175603	2.742850768	2.720688407	2.785080578
1.746322765	2.740204736	2.692397417	2.716587578	2.733269508	2.71989451	2.782945361
1.742096402	2.738994483	2.688784547	2.715309589	2.731314727	2.715401596	2.781151968
1.741860394	2.738851878	2.687573548	2.70869278	2.727012299	2.708573854	2.780432533
1.737669627	2.738748857	2.684423425	2.707195329	2.726702764	2.707927683	2.775238973
1.737351696	2.73774113	2.681521629	2.705803864	2.723086077	2.701308885	2.772556397
1.735838334	2.7352395	2.67660217	2.703084932	2.721373629	2.700894004	2.771227257
1.73223288	2.734839818	2.676135526	2.699404082	2.715543751	2.694780636	2.767430461
1.73223288	2.732208743	2.675494216	2.69642629	2.708633321	2.693339956	2.76172492
1.72794771	2.731894839	2.670941281	2.693498313	2.69355988	2.688143851	2.750816843
1.722716167	2.729423993	2.668124889	2.689450936	2.690541605	2.686654141	2.747442883
1.721398376	2.724341419	2.668022299	2.681530671	2.689584092	2.681747619	2.741057005
1.719497017	2.722962809	2.660922369	2.680462429	2.688437621	2.681358843	2.739176632
1.70612011	2.721950688	2.659269504	2.680126929	2.686001342	2.681005931	2.734127473
1.705093611	2.714455502	2.656634747	2.678390894	2.683884185	2.677834989	2.72991767
1.702085721	2.713843212	2.653009796	2.673490908	2.682289516	2.677004362	2.729836778
1.700617196	2.711368497	2.652681385	2.6682461	2.676153835	2.672190251	2.729099965
1.700357528	2.706845748	2.652420411	2.663484195	2.67420875	2.672181013	2.727329751
1.699056855	2.706504422	2.649403016	2.662134266	2.673057788	2.67112654	2.727191403
1.697316542	2.699117639	2.647607884	2.656854921	2.664848733	2.670542705	2.726515306
1.696356389	2.697482172	2.646344901	2.656797495	2.661765374	2.66951213	2.721538581
1.694868328	2.694306793	2.638848524	2.654782783	2.658964843	2.668339316	2.719439018
1.692758818	2.690071978	2.638199631	2.653492302	2.656644322	2.667761053	2.719322999
1.691965103	2.68607293	2.628664747	2.648242882	2.653955005	2.667667712	2.718410336
1.684396478	2.672615007	2.628327614	2.646893624	2.652575081	2.667424933	2.718269117
1.684126926	2.670023081	2.625425641	2.646687934	2.650579479	2.666349472	2.71794497
1.682776646	2.667602362	2.624096372	2.643353962	2.645687481	2.658402563	2.716487479
1.680426171	2.661765374	2.623197586	2.640928421	2.645530338	2.658259494	2.714430357
1.677333151	2.651365252	2.616139291	2.639287226	2.640570871	2.656816638	2.708972978
1.675595056	2.645255201	2.614802336	2.638658948	2.634467194	2.655349766	2.707910666
1.673757937	2.642741431	2.613641007	2.638199631	2.630031031	2.65468661	2.707893648
1.673665876	2.627734441	2.608953699	2.632214262	2.629287245	2.652381735	2.694692926
1.671728088	2.627058464	2.606875578	2.624117012	2.626740596	2.65194639	2.693322357
1.671543085	2.624343986	2.606617798	2.622172561	2.623135532	2.651859269	2.692767629
1.666424373	2.616023655	2.60004672	2.616863947	2.622897576	2.651588114	2.691859164
1.660201201	2.615939536	2.597519678	2.616444004	2.618780025	2.649510099	2.680797669
1.657820456	2.615739689	2.597508706	2.612116013	2.617932967	2.649188771	2.680679911
1.656098202	2.604118006	2.590340179	2.6086116	2.609839764	2.648906195	2.680380845
1.656002321	2.60201656	2.57840997	2.608526034	2.609007128	2.646187996	2.677196186
1.656002321	2.601821064	2.575649615	2.606101779	2.608771993	2.644556749	2.675154856
1.654753933	2.600907583	2.571277817	2.605972678	2.603707183	2.642691995	2.669288981
1.654753933	2.599653861	2.569760038	2.59836366	2.600657128	2.640709953	2.667826379
1.653115993	2.599184147	2.566873336	2.596948787	2.598965502	2.640232914	2.665627889
1.653019451	2.598396509	2.559786968	2.593108768	2.598188422	2.639197528	2.663898715
1.651278014	2.595033021	2.559020383	2.589156206	2.598111733	2.638509224	2.662625635
1.649626887	2.588786951	2.558612583	2.587722187	2.597234326	2.63715938	2.661557143
1.647285145	2.588092348	2.557122061	2.582835765	2.596311137	2.630722729	2.658955319
1.643255225	2.588036283	2.556483419	2.575118537	2.595925895	2.630183706	2.655042341
1.639984248	2.584975402	2.547811613	2.574644637	2.593153099	2.628644322	2.651239236
1.633670406	2.581801798	2.544291338	2.57447113	2.591854527	2.621747346	2.650569769
1.632659713	2.578685043	2.544130082	2.573764819	2.582688206	2.619135088	2.649237472
1.628184508	2.574887431	2.541104755	2.567931673	2.582154305	2.616664525	2.643906474
1.625826713	2.573451822	2.539816028	2.567626196	2.58196103	2.610660163	2.640789409
1.624385241	2.573103783	2.538473191	2.563884341	2.580445962	2.610330059	2.638079729
1.624282096	2.567966907	2.537441283	2.561328017	2.58000069	2.60943432	2.634970735
1.623042434	2.563089332	2.5308014	2.554900848	2.574401708	2.608483244	2.630743056
1.619406411	2.562352353	2.528106461	2.550093762	2.572813538	2.60844045	2.628674959
1.618257345	2.561685618	2.524992948	2.550020331	2.565458195	2.606650029	2.626586706
1.617629298	2.558924464	2.52040492	2.548880563	2.560337117	2.605315823	2.624034446
1.615107987	2.557073894	2.514707098	2.544353344	2.559846801	2.603220178	2.622721612
1.613101517	2.555952511	2.512350811	2.541079768	2.552583052	2.599741194	2.621944449
1.612041745	2.554695053	2.506924242	2.53878731	2.551193737	2.585956783	2.61936468
1.611192061	2.551681723	2.500291376	2.533772058	2.539565346	2.585866633	2.618769577
1.608953699	2.550509636	2.499109472	2.531670475	2.523160945	2.584964109	2.618445582
1.607455023	2.550375132	2.493067498	2.526649377	2.516746851	2.574794954	2.61473907
1.606381365	2.547085193	2.491683793	2.522704993	2.51517152	2.572244093	2.612879179
1.604873771	2.542676074	2.489972534	2.518079428	2.508543185	2.570507915	2.610457871
1.602494069	2.541479395	2.488508413	2.516575034	2.508395033	2.570449533	2.60971177
1.597146488	2.541416977	2.486713776	2.516429597	2.508044654	2.567132279	2.605466664
1.59571662	2.538372625	2.483630082	2.510973731	2.504864879	2.563765775	2.60364228
1.59117595	2.535926741	2.481041115	2.510384131	2.497827736	2.561935763	2.598505989
1.589614541	2.535104154	2.478898222	2.505339941	2.489803849	2.558444554	2.597300193
1.589391023	2.531912995	2.476179262	2.504620359	2.487152522	2.555070253	2.596772977
1.588607805	2.530340597	2.474216264	2.49550271	2.483401844	2.549873432	2.595319823
1.583765368	2.528054966	2.469350661	2.492718494	2.48328768	2.546530325	2.593164182
1.583652109	2.526662293	2.468229139	2.489761667	2.482444792	2.545356606	2.588574207
1.581266805	2.522039747	2.467341676	2.489494422	2.478075653	2.545084344	2.585652454
1.58069694	2.521556479	2.466674887	2.488536616	2.475278839	2.538272036	2.585618626
1.580126325	2.520352504	2.457866764	2.483758414	2.473880941	2.533924505	2.58463648
1.57955496	2.51483984	2.457367097	2.483244861	2.467622902	2.532690695	2.580651318
1.578982843	2.513723538	2.456290101	2.482744991	2.467548913	2.531069977	2.580172002
1.577031986	2.510384131	2.455788615	2.477193631	2.466749025	2.530596659	2.579829309
1.575649615	2.509108393	2.454494235	2.47447851	2.463340442	2.530340597	2.578536067
1.569022586	2.506856655	2.452981784	2.473749657	2.454677205	2.529943402	2.577733008
1.568905415	2.504158112	2.452522424	2.47228827	2.450664723	2.529674127	2.576571684
1.568201724	2.499370867	2.451786436	2.472185789	2.449370391	2.524499977	2.574910547
1.564192461	2.496057418	2.450818554	2.467682085	2.446894272	2.523772472	2.57447113
1.559786968	2.495807887	2.449107972	2.466645228	2.445588637	2.521569548	2.572964489
1.5594278	2.49292793	2.44892264	2.465739659	2.444731625	2.516773278	2.565812413
1.558468563	2.491669794	2.444871979	2.443403817	2.444591226	2.514813295	2.565328243
1.558108302	2.489325551	2.443622794	2.443262987	2.442040549	2.511816541	2.564476685
1.554004321	2.488113382	2.442542479	2.441977767	2.440357997	2.508219879	2.562780428
1.546295835	2.486756255	2.441019215	2.439727328	2.438811228	2.507180977	2.562352353
1.545554507	2.482373285	2.435382444	2.43966421	2.431540663	2.500675489	2.559439777
1.543819805	2.481772166	2.434201514	2.439616866	2.430719888	2.497938142	2.558636582
1.542576476	2.480524337	2.433977734	2.436035363	2.430671559	2.496182129	2.555227499
1.540954809	2.480337571	2.432760908	2.435780682	2.429623103	2.496154419	2.553154548
1.540454614	2.478999132	2.432472212	2.43539838	2.427177644	2.495849485	2.550607431
1.537315273	2.478754024	2.430768212	2.432279642	2.426185825	2.495613708	2.549260818
1.536810866	2.477323878	2.430478188	2.432022748	2.425892724	2.495391683	2.544824299
1.535673803	2.473472372	2.426706406	2.431637123	2.424930614	2.492341253	2.542962289
1.532627001	2.470160487	2.426446194	2.431202885	2.422113595	2.488733984	2.542551573
1.529301998	2.469792571	2.422310725	2.424473273	2.421241864	2.488395584	2.537100972
1.527501011	2.469291706	2.421899936	2.423196706	2.419889691	2.486614643	2.536672051
1.524525937	2.468184809	2.420566304	2.420120848	2.419889691	2.486444648	2.534114988
1.524396122	2.467267639	2.409172019	2.419542725	2.417305583	2.483758414	2.529597161
1.521661015	2.466318847	2.406829614	2.417305583	2.417305583	2.480050083	2.528865301
1.520745472	2.46526385	2.402983173	2.416756969	2.417222504	2.479244101	2.526610627
1.519040039	2.464042205	2.399777524	2.416107712	2.416357541	2.469910338	2.519657391
1.517327882	2.460100655	2.395588464	2.415207136	2.415123655	2.468110915	2.519552372
1.516403148	2.457836498	2.391957848	2.413902998	2.414572276	2.465367978	2.519276575
1.515078675	2.457503427	2.391605451	2.412073963	2.413400361	2.457609431	2.519197744
1.513617074	2.456715151	2.391464412	2.411788005	2.408799438	2.454509486	2.519158323
1.509336958	2.454783902	2.391111614	2.410996434	2.401882822	2.454295931	2.518158463
1.509336958	2.452844027	2.390051496	2.40967957	2.401279887	2.451494762	2.517829057
1.508933526	2.452537744	2.388953317	2.403069021	2.39814842	2.447266591	2.51509194
1.508529719	2.452292562	2.38710495	2.403017514	2.397870516	2.44585319	2.513670309
1.507045872	2.451909187	2.385892135	2.401210926	2.397314174	2.445043461	2.512897756
1.505421328	2.440924817	2.385856412	2.393926007	2.394504213	2.441270843	2.510746026
1.503654519	2.440168892	2.382071101	2.390687877	2.393329472	2.438320794	2.51008903
1.50242712	2.437449305	2.379867289	2.385338108	2.391887392	2.437671305	2.507869359
1.498586209	2.437306531	2.37562704	2.379214841	2.391623078	2.437369992	2.506058332
1.498448403	2.436210369	2.375316039	2.376376186	2.388332148	2.437243061	2.504729052
1.496237545	2.435971706	2.371566552	2.376010911	2.381440003	2.435366507	2.501483759
1.495821753	2.434888121	2.367933354	2.375206221	2.377797833	2.434696619	2.498586209
1.494571984	2.427761919	2.366553693	2.371732655	2.376522211	2.427340021	2.496957309
1.494015375	2.427015206	2.366329551	2.371511171	2.376394442	2.426006731	2.493653196
1.491221576	2.426657628	2.365806101	2.371455782	2.373463722	2.424048168	2.492676594
1.490520309	2.422491349	2.364607272	2.36567514	2.367858889	2.421949251	2.488874906
1.488973525	2.422179315	2.363311066	2.36398783	2.367337281	2.421472303	2.488635311
1.487986331	2.421241864	2.359987174	2.362633245	2.365600288	2.419509666	2.486713776
1.484157424	2.421060719	2.359133216	2.362237361	2.362576712	2.417239121	2.482759281
1.48029446	2.420318885	2.358886204	2.359038228	2.362048718	2.41575771	2.482158695
1.480150725	2.420005285	2.357706211	2.358334671	2.359019228	2.415357362	2.475293377
1.480006943	2.419228564	2.35755372	2.355029856	2.357858648	2.415257217	2.472463897
1.479863113	2.417720739	2.356675856	2.354972325	2.356178886	2.413333299	2.470645658
